id,paragraph,problems,question_plus
2025-나-18,"대저 우리나라가 아시아의 중립국이 된다면 러시아를 방어하는 큰 기틀이 될 것이고, 또 아시아의 여러 대국이 서로 보전하는 정략도 될 것이다.... (중략)... 이는 비단 우리나라만을 위한 것이 아니라 중국의 이익도 될 것이고, 여러 나라가 서로 보전 하는 계책도 될 것이니 무엇이 괴로워서 하지 않겠는가.","{'question': '다음 글을 쓴 인물에 대한 설명으로 옳은 것은?', 'choices': ['영남 만인소 사건을 주도하였다.', '미국에 파견된 보빙사의 일원이었다.', '제2차 수신사로 조선책략 을 조선에 가지고 왔다.', '왜양일체론을 내세우며 개항반대운동을 전개하였다.'], 'answer': 2}",
2025-나-19,1. 부호의 의연금 및 일본인이 불법 징수하는 세금을 압수하여 무장을 준비한다. 6. 일본인 고관 및 한국인 반역자를 수시 수처에서 처단하는 행형부를 둔다. 7. 무력이 완비되는 대로 일본인 섬멸전을 단행하여 최후 목적의 달성을 기한다.,"{'question': '다음 강령을 발표한 단체에 대한 설명으로 옳은 것은?', 'choices': ['「조선 혁명 선언을 활동 지침으로 삼았다.', '일본에 국권 반환 요구서를 보내려 하였다.', '박상진을 총사령으로 하여 공화정체를 지향하였다.', '대한민국임시정부의 김구가 중심이 되어 창설하였다.'], 'answer': 3}",
2025-나-20,"제헌 국회는 ""유구한 역사와 전통에 빛나는 우리들 대한국민은 기미 삼일운동으로 대한민국을 건립하여 세계에 선포한 위대한 독립정신을 계승하여 이제 민주독립국가를 재건함에 있어서"" 라고 명시한 이 헌법을 공포하였다.","{'question': ""밑줄 친 '이 헌법' 공포 이후에 있었던 사실로 옳은 것은?"", 'choices': ['미군정청이 설치되었다.', '5 10 총선거가 실시되었다.', '반민족 행위 처벌법이 공포되었다.', '한국의 독립을 언급한 카이로 회담이 개최되었다.'], 'answer': 3}",
2024-가-01,5세기 후반 가야의 주도 세력으로 성장한 이 나라는 낙동강 유역이라는 지리적 이점과 풍부한 철을 활용하여 후기 가야 연맹의 맹주가 되었다.,"{'question': ""밑줄 친 '이 나라'에 대한 설명으로 옳은 것은?"", 'choices': ['진흥왕에 의해 멸망하였다.', '사비로 천도하고 국호를 남부여로 하였다.', '지방 행정 구역을 5경 15부 62주로 나누었다.', '평양으로 수도를 옮기고 남진 정책을 추진하였다.'], 'answer': 1}",
2024-가-02,,"{'question': '고려의 경제 상황에 대한 설명으로 옳은 것은?', 'choices': ['진대법이라는 구휼 제도를 시행하였다.', '건원중보가 발행되었으나 널리 이용되지 못하였다.', '광산 경영 방식에서 덕대제가 유행하기 시작하였다.', '전통적 농업 기술을 정리한 『농사직설』이 편찬되었다.'], 'answer': 2}",
2024-가-03,"조선이라는 땅덩어리는 실로 아시아의 요충을 차지하고 있어 그 형세가 반드시 다툼을 불러올 것이다. 조선이 위태로우면 중동(中東)의 형세도 위급해진다. 따라서 러시아가 강토를 공략하려 한다면 반드시 조선이 첫 번째 대상이 될 것이다. ...(중략)... 러시아를 막을 수 있는 조선의 책략은 무엇인가? 오직 중국과 친하며, 일본과 맺고, 미국과 연합함으로써 자강을 도모하는 길뿐이다. [cite: 160, 161, 162, 163]","{'question': '다음 자료에 대한 설명으로 옳은 것은?', 'choices': ['강화도 조약 체결 이전 조선에 널리 퍼졌다.', '흥선대원군이 척화비를 세우는 계기가 되었다.', '이만손 등 영남 유생들의 반발을 불러일으켰다.', '청에 영선사로 파견된 김윤식에 의해 소개되었다.'], 'answer': 3}",
2024-가-04,정부의 개화 정책이 추진되면서 구식 군인과 도시 하층민이 반발하였다. 제대로 봉급을 받지 못한 구식 군인들이 난을 일으키고 도시 하층민이 여기에 합세하였으나 청군에 의해 진압되었다. 이후 청은 조선에 군대를 주둔시키고 조선의 내정에 개입하였다. 또 (가)을 체결하여 조선이 청의 속방임을 명문화하고 청 상인의 내륙 진출을 인정받았다.,"{'question': '(가)에 들어갈 말로 옳은 것은?', 'choices': ['한성 조약', '톈진 조약', '제물포 조약', '조청상민수륙무역장정'], 'answer': 4}",
2024-가-05,,"{'question': '위화도 회군 이후에 있었던 사실로 옳지 않은 것은?', 'choices': ['과전법이 실시되었다.', '정몽주가 살해되었다.', '한양으로 도읍을 이전하였다.', '황산 대첩에서 왜구를 토벌하였다.'], 'answer': 4}",
2024-가-06,"이 날을 목 놓아 우노라[是日也放聲大哭]....(중략)... 천하만사가 예측하기 어려운 것도 많지만, 천만 뜻밖에 5개조가 어떻게 제출되었는가. 이 조건은 비단 우리 한국뿐 아니라 동양 삼국이 분열할 조짐을 점차 만들어 낼 것이니 이토[伊藤] 후작의 본의는 어디에 있는가?","{'question': '다음의 논설을 작성한 인물에 대한 설명으로 옳은 것은?', 'choices': ['한성순보를 창간하였다.', '한국통사를 저술하였다.', '「독사신론」을 발표하였다.', '『황성신문』의 주필을 역임하였다.'], 'answer': 4}",
2024-가-07,○ 왕은 집현전을 계승한 홍문관을 설치하고 중단되었던 경연을 다시 열었다. ○ 왕은 훈구 세력을 견제하기 위해 사림 세력을 등용하였다.,"{'question': ""밑줄 친 '왕'의 재위 기간에 편찬된 서적으로 옳은 것은?"", 'choices': ['대전통편', '동사강목', '동국여지승람', '훈민정음운해'], 'answer': 3}",
2024-가-08,"웅천주 도독 헌창이 반란을 일으켜, 무진주 완산주·청주·사벌주 네 주의 도독과 국원경 서원경 금관경의 사신 및 여러 군현의 수령들을 위협하여 자신의 아래에 예속시키려 하였다. ㄱ. 천민이 중심이 된 신분 해방 운동 성격을 가졌다. ㄴ. 반란 세력은 국호를 '장안', 연호를 '경운'이라 하였다. ㄷ. 주동자의 아버지가 왕이 되지 못한 것에 대한 불만으로 일어났다. ㄹ. 무열왕 직계가 단절되고 내물왕계가 다시 왕위를 차지하는 결과를 가져왔다.","{'question': ""밑줄 친 '반란'에 대한 설명으로 옳은 것만을 모두 고르면?"", 'choices': ['ㄱ, ㄴ', 'ㄱ, ㄹ', 'ㄴ, ㄷ', 'ㄷ, ㄹ'], 'answer': 3}",
2024-가-09,"홍서봉 등이 한(汗)의 글을 받아 되돌아왔는데, 그 글에. ""대청국의 황제는 조선의 관리와 백성들에게 알린다. 짐이 이번에 정벌하러 온 것은 원래 죽이기를 좋아하고 얻기를 탐해서가 아니다. 본래는 늘 서로 화친하려고 했는데, 그대 나라의 군신이 먼저 불화의 단서를 야기시켰다.""라고 하였다.","{'question': '다음 사건 이후에 있었던 사실로 옳은 것은?', 'choices': ['삼전도비가 세워졌다.', '이괄이 난을 일으켰다.', '인조가 강화도로 피난하였다.', '정봉수가 용골산성에서 항전하였다.'], 'answer': 1}",
2024-가-10,(가) 13도 창의군이 결성되었다. (나) 지방군은 10정으로 조직하였다. (다) 친위 부대인 장용영을 설치하였다. (라) 중앙군은 2군 6위제로 운영하였다.,"{'question': ' (가)~(라)를 시기순으로 바르게 나열한 것은?', 'choices': ['(나)→(라)→(가)→(다)', '(나)→(라)→(다)→(가)', '(라)→(나)→(가)→(다)', '(라)→(나)→(다)→(가)'], 'answer': 2}",
2024-가-11,미국 영국 소련 3국의 외무 장관이 모인 이 회의에서는 한국의 민주주의적 임시 정부 수립과 이를 위한 미소공동위원회의 설치 최대 5년간의 신탁통치 방안 등이 결정되었다.,"{'question': ""밑줄 친 '이 회의' 이후에 있었던 사실로 옳지 않은 것은?"", 'choices': ['5 10 총선거가 실시되었다.', '좌우 합작 7원칙이 발표되었다.', '조선 건국 준비 위원회가 결성되었다.', '반민족 행위 특별 조사위원회가 구성되었다.'], 'answer': 3}",
2024-가-12,"우리 왕후께서는 좌평 사택적덕의 따님으로 지극히 오랜 세월에 선인(善因)을 심어 이번 생에 뛰어난 과보를 받아 만민을 어루만져 기르시고 삼보(三寶)의 동량(棟梁)이 되셨기에 능히 가람을 세우시고, 기해년 정월 29일에 사리를 받들어 맞이하셨다. 원하옵나니, 영원토록 공양하고 다함이 없이 이 선(善)의 근원을 배양하여, 대왕 폐하의 수명은 산악과 같이 견고하고 치세는 천지와 함께 영구하며, 위로는 정법을 넓히고 아래로는 창생을 교화하게 하소서.","{'question': ""밑줄 친 '가람'에 대한 설명으로 옳은 것은?"", 'choices': ['목탑의 양식을 간직한 석탑이 있다.', '대리석으로 만든 10층 석탑이 있다.', '성주산문을 개창한 낭혜 화상의 탑비가 있다.', '돌을 벽돌 모양으로 만들어 쌓은 모전석탑이 있다.'], 'answer': 1}",
2024-가-13,ㄱ. 사병을 혁파하였다. ㄴ. 집현전을 폐지하였다. ㄷ. 『경국대전』을 완성하였다. ㄹ. 6조 직계제를 시행하였다.,"{'question': '조선 세조 대에 있었던 사실로 옳은 것만을 모두 고르면?', 'choices': ['ㄱ, ㄷ', 'ㄱ, ㄹ', 'ㄴ, ㄷ', 'ㄴ, ㄹ'], 'answer': 4}",
2024-가-14,(가) 한인애국단 창설 (나) 한국광복군 창설 (다) 국민대표회의 개최 (라) 주석·부주석제로 개헌,"{'question': '(가)~(라)는 대한민국 임시정부와 관련한 사실이다. 이를 시기순으로 바르게 나열한 것은?', 'choices': ['(다)→(가)→(라)→(나)', '(가)→(라)→(다)→(나)', '(다)→(가)→(나)→(라)', '(가)→(나)→(다)→(라)'], 'answer': 3}",
2024-가-15,(가)는 제1차 조선교육령 발표와 제2차 조선교육령 발표 사이의 시기이다.,"{'question': '(가) 시기에 있었던 사실로 옳은 것은?', 'choices': ['경성제국대학이 설립되었다.', '근대 교육기관인 육영공원이 설립되었다.', '일본에서 2.8 독립선언서가 발표되었다.', '보안회의 주도로 일본의 황무지 개간권 반대 운동이 일어났다.'], 'answer': 3}",
2024-가-16,"강조의 군사들이 궁문으로 마구 들어오자, 목종이 모면할 수 없음을 깨닫고 태후와 함께 목 놓아 울며 법왕사로 옮겼다. 잠시 후 황보유의 등이 (가) 을/를 받들어 왕위에 올렸다. 강조가 목종을 폐위하여 양국공으로 삼고, 군사를 보내 김치양 부자와 유행간 등 7인을 죽였다.","{'question': '(가)의 재위 기간에 있었던 사실로 옳은 것은?', 'choices': ['윤관이 별무반 편성을 건의하였다.', '외적이 침입하여 국왕이 복주(안동)로 피난하였다.', '서희의 외교 담판으로 강동 6주 지역을 획득하였다.', '불교 경전을 집대성한 초조대장경 조판이 시작되었다.'], 'answer': 4}",
2024-가-17,"(가) 순종의 인산일을 기하여 '동양 척식 주식회사를 철폐하라!', '일본인 지주에게 소작료를 바치지 말자!' 등의 격문을 내건 운동이 일어났다. (나) 광주에서 한국인 학생과 일본인 학생 사이에 일어난 충돌을 계기로 학생들이 총궐기하는 운동이 일어났다.","{'question': '(가)와 (나) 사이의 시기에 있었던 사실로 옳은 것은?', 'choices': ['신간회가 창설되었다.', '진단학회가 설립되었다.', '진주에서 조선 형평사가 창립되었다.', '대구에서 국채보상운동이 시작되었다.'], 'answer': 1}",
2024-가-18,,"{'question': '1930년대에 있었던 사실로 옳은 것은?', 'choices': ['비밀결사인 조선건국동맹이 결성되었다.', '중국 관내에서 조선의용대가 창설되었다.', '연해주 지역에 대한광복군 정부가 설립되었다.', '서일을 총재로 하는 대한독립군단이 조직되었다.'], 'answer': 2}",
2024-가-19,"송나라 사신 서긍은 그의 저술에서 이 나라 자기의 빛깔과 모양에 대해. ""도자기의 빛깔이 푸른 것을 사람들은 비색이라고 부른다. 근래에 와서 만드는 솜씨가 교묘하고 빛깔도 더욱 예뻐졌다. 술그릇의 모양은 오이와 같은데, 위에 작은 뚜껑이 있고 연꽃이나 엎드린 오리 모양을 하고 있다. 또, 주발, 접시, 사발, 꽃병 등도 있었다.""라고 하였다.","{'question': ""밑줄 친 '이 나라'의 문화유산으로 옳지 않은 것은?"", 'choices': ['안동 봉정사 극락전', '구례 화엄사 각황전', '예산 수덕사 대웅전', '영주 부석사 무량수전'], 'answer': 2}",
2024-가-20,○ '가갸날'을 제정하였다. ○ 기관지인 『한글』을 창간하였다.,"{'question': '다음에서 설명하는 단체는?', 'choices': ['국문연구소', '조선광문회', '대한자강회', '조선어연구회'], 'answer': 4}",
2023-나-01,"미송리식 토기, 팽이형 토기, 붉은 간 토기","{'question': '다음 유물이 사용된 시대에 대한 설명으로 옳은 것은?', 'choices': ['비파형 동검이 사용되었다.', '오수전 등의 화폐가 사용되었다.', '아슐리안형 주먹도끼가 사용되었다.', '철이 많이 생산되어 낙랑과 왜에 수출되었다.'], 'answer': 1}",
2023-나-02,"16년 겨울 10월, 왕이 질양(質陽)으로 사냥을 갔다가 길에 앉아 우는 자를 보았다. 왕이 말하기를 ""아! 내가 백성의 부모가 되어 백성들이 이 지경에 이르게 하였으니 나의 죄로다."" ...(중략)... 그리고 관리들에게 명하여 매년 봄 3월부터 가을 7월까지 관청의 곡식을 내어 백성들의 식구 수에 따라 차등 있게 빌려주었다가, 10월에 이르러 상환하게 하는 것을 법규로 정하였다.","{'question': ""밑줄 친 '왕'에 대한 설명으로 옳은 것은?"", 'choices': ['낙랑군을 축출하였다.', '「진대법」을 시행하였다.', '백제의 침입으로 전사하였다.', '영락이라는 독자적인 연호를 사용하였다.'], 'answer': 2}",
2023-나-03,"신돈이 (가)을/를 설치하자고 요청하자....(중략)... 이제 도감이 설치되었다.... (중략)... 명령이 나가자 권세가 중에 전민을 빼앗은 자들이 그 주인에게 많이 돌려주었으며, 전국에서 기뻐하였다. － 고려사 －","{'question': '(가)에 대한 설명으로 옳은 것은?', 'choices': ['시전의 물가를 감독하는 임무를 담당하였다.', '국가재정의 출납과 회계 업무를 총괄하였다.', '불법적으로 점유된 토지와 노비를 조사하였다.', '부족한 녹봉을 보충하고자 관료에게 녹과전을 지급하였다.'], 'answer': 3}",
2023-나-04,우리나라가 곧 고구려의 옛 땅이다. 그리고 압록강의 안팎 또한 우리의 지역인데 지금 여진이 그 사이에 몰래 점거하여 저항하고 교활하게 대처하고 있어서... (중략)... 만일 여진을 내쫓고 우리 옛 땅을 되찾아서 성보(城堡)를 쌓고 도로를 통하도록 하면 우리가 어찌 사신을 보내지 않겠는가?,"{'question': '다음과 같이 말한 인물에 대한 설명으로 옳은 것은?', 'choices': ['목종을 폐위하였다.', '귀주에서 거란군을 물리쳤다.', '여진을 몰아내고 동북 9성을 쌓았다.', '소손녕과 담판하여 강동 6주를 획득하였다.'], 'answer': 4}",
2023-나-05,○ 장수왕은 남진정책의 일환으로 수도를 이곳으로 천도하였다. ○ 묘청은 이곳으로 수도를 옮길 것을 주장하였다.,"{'question': ""밑줄 친 '이곳'에 대한 설명으로 옳은 것은?"", 'choices': ['쌍성총관부가 설치되었다.', '망이 망소이가 반란을 일으켰다.', '제너럴 셔먼호 사건이 발생하였다.', '1923년 조선 형평사가 결성되었다.'], 'answer': 3}",
2023-나-06,"이근행이 군사 20만 명의 대군을 이끌고 매소성(買肖城)에 머물렀다. 우리 군사가 공격하여 달아나게 하고 전마 30,380필을 얻었는데, 남겨놓은 병장기도 그 정도 되었다. －『삼국사기』－ ㄱ. 웅진도독부가 설치되었다. ㄴ. 김흠돌이 반란을 일으켰다. ㄷ. 교육 기관인 국학이 설립되었다. ㄹ. 복신과 도침이 부여풍과 함께 백제 부흥 운동을 일으켰다.","{'question': '다음 전투 이후에 일어난 사건으로 옳은 것만을 모두 고르면?', 'choices': ['ㄱ, ㄴ', 'ㄱ, ㄹ', 'ㄴ, ㄷ', 'ㄷ, ㄹ'], 'answer': 3}",
2023-나-07,(가) 신라의 우산국 복속 (나) 고구려의 서안평 점령 (다) 백제의 대야성 점령 (라) 신라의 금관가야 병합,"{'question': '다음 사건을 시기순으로 바르게 나열한 것은?', 'choices': ['(가)→(나)→(다)→(라)', '(가)→(라)→(나)→(다)', '(나)→(가)→(라)→(다)', '(나)→(다)→(가)→(라)'], 'answer': 3}",
2023-나-08,,"{'question': '고려시대 문화유산에 대한 설명으로 옳지 않은 것은?', 'choices': ['황해도 사리원 성불사 웅진전은 다포 양식의 건물이다.', '월정사 팔각 9층 석탑은 원의 석탑을 모방하여 제작하였다.', '여주 고달사지 승탑은 통일 신라의 팔각원당형 양식을 계승하였다.', '『직지심체요절』은 세계기록유산으로 등재된 현존하는 가장 오래된 금속활자본이다.'], 'answer': 2}",
2023-나-09,,"{'question': '조선시대 지도와 천문도에 대한 설명으로 옳지 않은 것은?', 'choices': ['대동여지도는 거리를 알 수 있도록 10리마다 눈금을 표시하였다.', '혼일강리역대국도지도는 중국에서 들여온 곤여만국전도를 참고하였다.', '천상열차분야지도는 하늘을 여러 구역으로 나누고 별자리를 표시한 그림이다.', '동국지도는 정상기가 실제 거리 100리를 1척으로 줄인 백리척을 적용하여 제작하였다.'], 'answer': 2}",
2023-나-10,"임진왜란 이후에 우의정 유성룡도 역시 미곡을 거두는 것이 편리하다고 주장하였으나, 일이 성취되지 못하였다. 1608년에 이르러 좌의정 이원익의 건의로 (가)을/를 비로소 시행하여, 민결(民結)에서 미곡을 거두어 서울로 옮기게 하였다. － 『만기요람』 －","{'question': '(가)에 대한 설명으로 옳지 않은 것은?', 'choices': ['장시의 확대에 기여하였다.', '지주에게 결작을 부과하였다.', '공납의 폐단을 막기 위해 실시하였다.', '공인에게 비용을 지급하고 필요 물품을 조달하였다.'], 'answer': 2}",
2023-나-11,"선비들 수만 명이 대궐 앞에 모여 만동묘와 서원을 다시 설립할 것을 청하니, (가) 이/가 크게 노하여 한성부의 조례(皂隷)와 병졸로 하여금 한강 밖으로 몰아내게 하고 드디어 천여 곳의 서원을 철폐하고 그 토지를 몰수하여 관에 속하게 하였다. － 『대한계년사』 －","{'question': '(가) 인물이 추진한 정책으로 옳지 않은 것은?', 'choices': ['사창제를 실시하였다.', '『대전회통』을 편찬하였다.', '비변사의 기능을 강화하였다.', '통상 수교 거부 정책을 추진하였다.'], 'answer': 3}",
2023-나-12,제1조 대한민국은 민주공화제로 함 ...(중략)... 민국 원년 3월 1일 우리 대한민족이 독립을 선언한 뒤...(중략)... 이제 본 정부가 전 국민의 위임을 받아 조직되었으니 전 국민과 더불어 전심(專心)으로 힘을 모아 국토 광복의 대사명을 이룰 것을 선서한다.,"{'question': '다음과 같은 선포문을 발표하면서 성립한 정부의 정책으로 옳지 않은 것은?', 'choices': ['독립 공채를 발행하였다.', '기관지로 『독립신문』을 발간하였다.', '비밀 행정 조직인 연통부를 설치하였다.', '재정 확보를 위하여 전환국을 설립하였다.'], 'answer': 4}",
2023-나-13,"나는 우리 국민이 선천적으로 타고난 재질을 최대한으로 활용하여 다각적인 생산 활동을 더욱 활발하게 하고, ... (중략)... 공산품 수출을 진흥시키는 데 가일층 노력할 것을 요망합니다. 끝으로 나는 오늘 제1회 「수출의 날」 기념식에 즈음하여....(중략)... 이 뜻깊은 날이 자립경제를 앞당기는 또 하나의 계기가 될 것을 기원합니다.","{'question': ""밑줄 친 '나'가 집권하여 추진한 사실로 옳은 것은?"", 'choices': ['대통령 직선제 개헌을 추진하였다.', '3·1 민주 구국 선언을 발표하였다.', '반민족 행위 특별 조사 위원회를 구성하였다.', '베트남 파병에 필요한 조건을 명시한 브라운 각서를 체결하였다.'], 'answer': 4}",
