id,paragraph,problems,question_plus
generation-for-nlp-27,"문화재 소식 (OOOO년 여름호)
[(가)] 특집 - 개인의 편지, 국가 등록 문화재가 되다

번거로운 인사말은 접어 두고 동생 광팔 보시게. …(중략)… 우리가 왜군에 맞서 오랫동안 싸운 것은 나라에 입은 은혜를 갚고자 함이라네. 그러나 형편이 어려워 하늘을 이불 삼고 땅을 자리 삼는 고초가 이루 다 말할 수 없다네. …(중략)… 근래 사정이 이전보다 어려워서 또 한 번 돈과 비단을 이 인편에 보내 주길 청하니 잘 살펴 보내 주게.
갑오년 늦가을 형 광화 씀.

고부 농민 봉기 이후 '보국안민', '제폭구민'을 내세운 **(가)**에 참여한 개인의 편지가 국가 등록 문화재가 되었다. 당시 농민군으로 참여한 인물이 작성한 몇 안 되는 기록 중 하나라는 점에서 귀중한 가치를 지니고 있다. 이 편지는 **(가)**의 전개 과정 중 일본군의 경복궁 침범과 내정 간섭에 맞서 농민군이 싸우던 시기에 작성된 것으로, 당시 그들이 처한 상황과 군자금 조달 방법 등의 내용을 담고 있다.","{'question': '(가) 운동에 대한 설명으로 옳은 것은? [3점]', 'choices': ['① 보안회를 중심으로 전개되었다.', '② 순종의 장례일을 기해 일어났다.', '③ 집강소를 통해 개혁을 추진하였다.', '④ 조사 시찰단을 파견하는 계기가 되었다.', '⑤ 원산 총파업이 일어나는 원인이 되었다.'], 'answer': '3'}",
generation-for-nlp-28,"■ 과제: 20세기 초 한반도를 둘러싼 상황을 표현한 그림을 찾아 그려 보고, 그림이 표현하는 역사적 상황을 설명하기
■ 그림: (러시아, 미국, 일본 등이 묘사된 삽화)
■ 설명: 이 그림은 미국의 한 잡지에 실린 삽화를 토대로 그린 것으로, 중앙의 미국 대통령 루스벨트가 러시아와 일본의 강화를 주선하는 모습을 표현하고 있다. 당시 러시아와 일본은 한반도를 둘러싸고 전쟁을 벌였는데, 미국의 중개를 계기로 강화를 맺고 전쟁을 종결하였다. 그 결과 일본은 한반도에 대한 독점적 지배권을 확보하였고, 곧이어 (가)","{'question': '(가)에 들어갈 내용으로 가장 적절한 것은? [3점]', 'choices': ['① 청과 일본 양국 군대가 한반도에서 철수하였다.', '② 대한 제국은 을사늑약으로 외교권을 빼앗겼다.', '③ 모스크바 3국 외상 회의가 개최되었다.', '④ 영국이 거문도를 불법 점령하였다.', '⑤ 제너럴 셔먼호 사건이 발생하였다.'], 'answer': '2'}",
generation-for-nlp-29,"이 노래는 ‘단연동맹가’로, 담배를 끊고 그 돈을 모아 기부하여 나라를 살리자는 내용을 담고 있다. 일제의 차관 강요 등으로 인해 생긴 나랏빚을 갚자며 1907년에 일어난 **(가)**의 취지를 잘 보여 주고 있다. 금연 이외에도 여성들이 가락지와 비녀를 기부하는 등 전국적으로 다양한 형태의 참여가 있었다.","{'question': '(가) 운동에 대한 설명으로 옳은 것은? [3점]', 'choices': ['① 한일 학생 간의 충돌로 발생하였다.', '② 전태일의 분신을 계기로 확산되었다.', '③ 황국 중앙 총상회의 결성으로 이어졌다.', '④ 대한매일신보 등 언론의 지원을 받았다.', '⑤ 구식 군인에 대한 차별에 반기를 들었다.'], 'answer': '4'}",
generation-for-nlp-30,광무 원년 10월 12일은 우리 역사에서 제일 빛나고 영화로운 날이 되었다. 폐하께서 조선 역사상 처음으로 황제의 자리에 오르시어 조선이 자주독립한 황제국이 되었으니 백성으로서 어찌 감격한 생각이 아니 나겠는가. …(중략)… 이날 오전 환구단에 가서 하늘에 제사하고 황제의 자리에 올랐음을 고하였다. 정오에 만조백관이 예복을 갖추고 경운궁에 나아가 황제 폐하께 크게 하례를 올렸다.,"{'question': '밑줄 친 ‘황제국’에 대한 설명으로 옳은 것은?', 'choices': ['① 지계를 발급하였다.', '② 골품제를 운영하였다.', '③ 개경을 수도로 삼았다.', '④ 인조반정으로 성립되었다.', '⑤ 국민 대표 회의를 소집하였다.'], 'answer': '1'}",
generation-for-nlp-31,"고종이 돌아가시매 많은 소문이 전국에 퍼졌다. 상황은 급박 하게 돌아가, 3월 1일에 서울을 중심으로 만세 시위가 시작 되었다. 경찰이 많은 사람을 검거했지만 시위에 참여한 군중은 폭력을 행사하지 않았다. 학교는 폐쇄되었다. 3월 5일에는 대규모 시위가 학생들을 중심으로 남대문 부근에서 일어났으며, 이후 전국 각지에서 격렬한 운동으로 이어졌다.","{'question': '자료에 나타난 민족 운동에 대한 설명으로 옳은 것은? [3점]', 'choices': ['① 만민 공동회를 개최하였다.', '② 좌우 합작 위원회가 주도하였다.', '③ 갑오개혁이 추진되는 배경이 되었다.', '④ 을미사변과 단발령에 반발하여 일어났다.', '⑤ 대한민국 임시 정부 수립에 영향을 주었다.'], 'answer': '5'}",
generation-for-nlp-32,"○○일보 (2021년 ○월 ○○일)
고국으로 돌아온 독립운동가
이번 광복절에 카자흐스탄으로부터 **(가)**의 유해가 고국으로 돌아왔다. 그의 유해는 추모 기간을 거친 후 국립대전현충원 독립 유공자 묘역에 안장될 예정이다. 한말 의병장으로 활약했던 그는 봉오동 전투와 청산리 전투를 승리로 이끄는 등 오랜 기간 항일 무장 투쟁을 전개하였다. 이후 연해주로 건너가 활동하던 중 소련의 강제 이주 정책에 의해 중앙아시아로 이주하게 되었고, 그곳에서 생을 마감하였다.","{'question': '(가) 인물에 대한 설명으로 옳은 것은? [3점]', 'choices': ['① 시무 28조를 건의하였다.', '② 대한 독립군을 이끌었다.', '③ 강동 6주 지역을 확보하였다.', '④ 인천 상륙 작전에 참여하였다.', '⑤ 상하이 훙커우 공원에서 의거를 일으켰다.'], 'answer': '2'}",
generation-for-nlp-33,"우리 생활에서 산업의 기초가 파괴되면 조선 사람의 생활과 인격 역시 파괴될 것입니다. 그러니 빈부를 막론하고 우리가 산업의 권리를 장악해야 합니다. 따라서 ‘내 살림 내 것으로’라는 구호를 내건 이 운동은 반드시 필요합니다.

조만식 등이 평양에서 시작한 이 운동은 중산 계급이 자신들의 경제적인 지위를 유지하려는 것일 뿐입니다. 이로 인해 토산물 가격이 너무 올라, 조선산 무명과 베옷을 입던 이들의 구매력은 더욱 참담하게 되었습니다.","{'question': '밑줄 친 ‘이 운동’에 대한 탐구 주제로 가장 적절한 것은?', 'choices': ['① 남북 협상의 추진과 결과', '② 당백전 발행의 이유와 문제점', '③ 조선 물산 장려회의 활동과 평가', '④ 대동법 실시의 사회․경제적 원인과 효과', '⑤ 국제 통화 기금[IMF] 구제 금융 신청의 배경과 영향'], 'answer': '3'}",
generation-for-nlp-34,"1942년 10월 이윤재, 한징, 이극로, 최현배 등 **(가)**의 회원들이 경찰에 검거되었다. 한글 맞춤법 통일안을 마련하고 표준어를 선정하는 등의 (가) 활동은 민중의 민족의식을 높여 조선 독립을 꾀하는 것이라며, 검거된 회원들은 혹독한 고문을 받았다. 그 결과 이윤재와 한징은 옥사하였고, 이극로와 최현배 등은 치안 유지법 위반으로 징역형을 선고받았다.","{'question': '(가) 단체에 대한 설명으로 옳은 것은?', 'choices': ['① 독립문을 건립하였다.', '② 정우회 선언을 계기로 창립되었다.', '③ 오산 학교와 대성 학교를 설립하였다.', '④ 고종 강제 퇴위 반대 운동을 전개하였다.', '⑤ 우리말(조선말) 큰사전 편찬을 추진하였다.'], 'answer': '5'}",
generation-for-nlp-35,"배재 고등 보통학교를 중도에 그만두고 귀농한 지식 청년 김○○가 조선 사람의 성과 이름을 일본식 씨(氏)와 이름으로 바꾸는 정책을 비판하였다. 이에 지난 5월 6일 법원에서는 내선일체의 방침을 훼손하는 불온한 언사라고 하여, 그에게 체형(體刑) 1년의 판결을 내리고 투옥시켰다.","{'question': '밑줄 친 ‘정책’이 실시된 시기에 볼 수 있는 모습으로 가장 적절한 것은? [3점]', 'choices': ['① 황국 신민 서사를 암송하는 학생', '② 통리기무아문에서 회의하는 관리', '③ 3․15 부정 선거에 항의하는 시민', '④ 쌍성총관부 공격에 동원되는 군사', '⑤ 임술 농민 봉기에 참여하는 소작농'], 'answer': '1'}",
generation-for-nlp-36,"여학생: 이 사진은 유엔 한국 임시 위원단이 선거 과정을 감독하는 모습이야. 이 선거로 국민이 선출한 의원들이 국회를 구성했어.

남학생: 맞아. 이 선거는 사진처럼 여성도 참여하는 보통 선거로 치러졌지. 선거 결과 구성된 국회에서 제헌 헌법이 제정되었어.","{'question': '밑줄 친 ‘국회’에 대한 설명으로 옳은 것은? [3점]', 'choices': ['① 이상설 등을 헤이그에 특사로 파견하였다.', '② 반민족 행위 처벌법을 제정하였다.', '③ 베트남 파병을 추진하였다.', '④ 헌의 6조를 채택하였다.', '⑤ 홍문관을 설치하였다.'], 'answer': '2'}",
